"OldTable","OldColumn","LegacyDataType","NewTable","NewColumn","TargetAvailability","TransformationRule","MandatoryDefaultRule","HistoryStrategy","MigrationDependency","MappingConfidence","Notes"
"T_HD_SBP_OBSERVATION","PARA_ID","NUMBER","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"T_HD_SBP_OBSERVATION","REF_NO","VARCHAR2","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"T_HD_SBP_OBSERVATION","FUNCTION_NAME","VARCHAR2","REVIEW_REQUIRED","name","ReviewRequired","Direct copy after datatype coercion and audit-column normalization.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"T_HD_SBP_OBSERVATION","PARA_NO","VARCHAR2","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"T_HD_SBP_OBSERVATION","SBP_OBS_ENC","CLOB","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"T_HD_SBP_OBSERVATION","SBP_DIR_ENC","CLOB","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"T_HD_SBP_OBSERVATION","COMPLIANCE_QUARTER","VARCHAR2","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"T_HD_SBP_OBSERVATION","CREATED_BY","VARCHAR2","REVIEW_REQUIRED","created_by","ReviewRequired","Resolve legacy PP/user identifier to tbl_user.user_id.","Use IAS_ZTBL default if legacy value is null.","Review","Requires tbl_user migration and PPNO-to-user_id crosswalk.","Medium","No confident automatic target mapping."
"T_HD_SBP_OBSERVATION","CREATED_ON","DATE","REVIEW_REQUIRED","created_on","ReviewRequired","Direct copy after datatype coercion and audit-column normalization.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Medium","No confident automatic target mapping."
"T_HD_SBP_OBSERVATION","UPDATED_BY","NUMBER","REVIEW_REQUIRED","modified_by","ReviewRequired","Resolve legacy PP/user identifier to tbl_user.user_id.","Use IAS_ZTBL default if legacy value is null.","Review","Requires tbl_user migration and PPNO-to-user_id crosswalk.","Medium","No confident automatic target mapping."
"T_HD_SBP_OBSERVATION","UPDATED_ON","DATE","REVIEW_REQUIRED","modified_on","ReviewRequired","Direct copy after datatype coercion and audit-column normalization.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Medium","No confident automatic target mapping."
"T_HD_SBP_OBSERVATION","OBSERVATION_TYPE","NUMBER","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"T_HD_SBP_OBSERVATION","IS_ACTIVE","CHAR","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"T_HD_SBP_OBSERVATION","DELETED_BY","NUMBER","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"T_HD_SBP_OBSERVATION","DELETED_ON","DATE","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"T_HD_SBP_OBS_RESPONSE","RESPONSE_ID","NUMBER","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"T_HD_SBP_OBS_RESPONSE","RESPONSE_ID","NUMBER","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"T_HD_SBP_OBS_RESPONSE","PARA_ID","NUMBER","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"T_HD_SBP_OBS_RESPONSE","REF_NO","VARCHAR2","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"T_HD_SBP_OBS_RESPONSE","BANK_RESPONSE","CLOB","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"T_HD_SBP_OBS_RESPONSE","REPLY_DATE","DATE","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"T_HD_SBP_OBS_RESPONSE","COMPLIANCE_STATUS","VARCHAR2","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"T_HD_SBP_OBS_RESPONSE","IAD_VALIDATION","VARCHAR2","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"T_HD_SBP_OBS_RESPONSE","ENTERED_BY","VARCHAR2","REVIEW_REQUIRED","created_by","ReviewRequired","Resolve legacy PP/user identifier to tbl_user.user_id.","Use IAS_ZTBL default if legacy value is null.","Review","Requires tbl_user migration and PPNO-to-user_id crosswalk.","Medium","No confident automatic target mapping."
"T_HD_SBP_OBS_RESPONSE","ENTERED_ON","DATE","REVIEW_REQUIRED","created_on","ReviewRequired","Direct copy after datatype coercion and audit-column normalization.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Medium","No confident automatic target mapping."
"T_HD_SBP_OBS_RESPONSE","IS_ACTIVE","CHAR","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"T_HD_SBP_OBS_RESPONSE","DELETED_BY","NUMBER","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"T_HD_SBP_OBS_RESPONSE","DELETED_ON","DATE","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"T_HD_SBP_OBS_TYPES","TYPE_ID","NUMBER","REVIEW_REQUIRED","entity_type_id","ReviewRequired","Direct copy after datatype coercion and audit-column normalization.","Use IAS_ZTBL default if legacy value is null.","Review","Requires status/lookup normalization register and lookup load order.","Medium","No confident automatic target mapping."
"T_HD_SBP_OBS_TYPES","TYPE_ID","NUMBER","REVIEW_REQUIRED","entity_type_id","ReviewRequired","Direct copy after datatype coercion and audit-column normalization.","Use IAS_ZTBL default if legacy value is null.","Review","Requires status/lookup normalization register and lookup load order.","Medium","No confident automatic target mapping."
"T_HD_SBP_OBS_TYPES","TYPE_CODE","VARCHAR2","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"T_HD_SBP_OBS_TYPES","TYPE_NAME","VARCHAR2","REVIEW_REQUIRED","name","ReviewRequired","Direct copy after datatype coercion and audit-column normalization.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"T_HD_SBP_OBS_TYPES","ACTIVE_FLAG","CHAR","REVIEW_REQUIRED","is_active","ReviewRequired","Normalize active flag to Y/N.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Medium","No confident automatic target mapping."
"T_HD_SBP_OBS_TYPES","ACTIVE_FLAG","CHAR","REVIEW_REQUIRED","is_active","ReviewRequired","Normalize active flag to Y/N.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Medium","No confident automatic target mapping."
"T_HD_SBP_OBS_TYPES","SORT_ORDER","NUMBER","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"T_HD_SBP_OBS_TYPES","CREATED_ON","DATE","REVIEW_REQUIRED","created_on","ReviewRequired","Direct copy after datatype coercion and audit-column normalization.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Medium","No confident automatic target mapping."
"T_HD_SBP_OBS_TYPES","UPDATED_ON","DATE","REVIEW_REQUIRED","modified_on","ReviewRequired","Direct copy after datatype coercion and audit-column normalization.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Medium","No confident automatic target mapping."
"T_HD_SBP_SECURE_ACCESS","ACCESS_ID","NUMBER","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"T_HD_SBP_SECURE_ACCESS","ACCESS_ID","NUMBER","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"T_HD_SBP_SECURE_ACCESS","ACCESS_KEY","VARCHAR2","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"T_HD_SBP_SECURE_ACCESS","ACTIVE_FLAG","CHAR","REVIEW_REQUIRED","is_active","ReviewRequired","Normalize active flag to Y/N.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Medium","No confident automatic target mapping."
"T_HD_SBP_SECURE_ACCESS","UPDATED_BY","VARCHAR2","REVIEW_REQUIRED","modified_by","ReviewRequired","Resolve legacy PP/user identifier to tbl_user.user_id.","Use IAS_ZTBL default if legacy value is null.","Review","Requires tbl_user migration and PPNO-to-user_id crosswalk.","Medium","No confident automatic target mapping."
"T_HD_SBP_SECURE_ACCESS","UPDATED_ON","DATE","REVIEW_REQUIRED","modified_on","ReviewRequired","Direct copy after datatype coercion and audit-column normalization.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Medium","No confident automatic target mapping."
"T_HR_DESIGNATIONS","DESIGNATIONCODE","NUMBER","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"T_HR_DESIGNATIONS","DESCRIPTION","VARCHAR2","REVIEW_REQUIRED","description","ReviewRequired","Direct copy after datatype coercion and audit-column normalization.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"T_HR_DESIGNATIONS","STATUSTYPE","CHAR","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"T_HR_DESIGNATIONS","CATEGORYTYPE","CHAR","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"T_IAS_VERSION_HISTORY","VERSION_ID","NUMBER","tbl_release_version_history","release_version_history_id","RequiredTable","Direct copy after datatype coercion and audit-column normalization.","Use IAS_ZTBL default if legacy value is null.","History","Requires parent table load order and surrogate key crosswalk.","Medium","Version-history catalog; current SQL needs explicit table."
"T_IAS_VERSION_HISTORY","VERSION_ID","NUMBER","tbl_release_version_history","release_version_history_id","RequiredTable","Direct copy after datatype coercion and audit-column normalization.","Use IAS_ZTBL default if legacy value is null.","History","Requires parent table load order and surrogate key crosswalk.","Medium","Version-history catalog; current SQL needs explicit table."
"T_IAS_VERSION_HISTORY","VERSION_NO","VARCHAR2","tbl_release_version_history","REVIEW_REQUIRED","RequiredTable","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","History","Requires parent table load order and surrogate key crosswalk.","Low","Version-history catalog; current SQL needs explicit table."
"T_IAS_VERSION_HISTORY","RELEASE_DATE","DATE","tbl_release_version_history","REVIEW_REQUIRED","RequiredTable","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","History","Requires parent table load order and surrogate key crosswalk.","Low","Version-history catalog; current SQL needs explicit table."
"T_IAS_VERSION_HISTORY","DESCRIPTION","VARCHAR2","tbl_release_version_history","description","RequiredTable","Direct copy after datatype coercion and audit-column normalization.","Use IAS_ZTBL default if legacy value is null.","History","Requires parent table load order and surrogate key crosswalk.","Low","Version-history catalog; current SQL needs explicit table."
"T_IAS_VERSION_HISTORY","RELEASED_BY","VARCHAR2","tbl_release_version_history","REVIEW_REQUIRED","RequiredTable","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","History","Requires parent table load order and surrogate key crosswalk.","Low","Version-history catalog; current SQL needs explicit table."
"T_IAS_VERSION_HISTORY","CREATED_ON","DATE","tbl_release_version_history","created_on","RequiredTable","Direct copy after datatype coercion and audit-column normalization.","Use IAS_ZTBL default if legacy value is null.","History","Requires parent table load order and surrogate key crosswalk.","Medium","Version-history catalog; current SQL needs explicit table."
"T_IAS_VERSION_HISTORY","UPDATED_ON","DATE","tbl_release_version_history","modified_on","RequiredTable","Direct copy after datatype coercion and audit-column normalization.","Use IAS_ZTBL default if legacy value is null.","History","Requires parent table load order and surrogate key crosswalk.","Medium","Version-history catalog; current SQL needs explicit table."
"T_IAS_VERSION_HISTORY","IS_ACTIVE","CHAR","tbl_release_version_history","REVIEW_REQUIRED","RequiredTable","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","History","Requires parent table load order and surrogate key crosswalk.","Low","Version-history catalog; current SQL needs explicit table."
"T_MANUAL_INDEX","INDEX_ID","NUMBER","tbl_reference_document_version","reference_document_version_id","ExistingTableExistingColumn","Direct copy after datatype coercion and audit-column normalization.","Use IAS_ZTBL default if legacy value is null.","CurrentState","Requires parent table load order and surrogate key crosswalk.","Medium","Manual index/detail content."
"T_MANUAL_INDEX","INDEX_ID","NUMBER","tbl_reference_document_version","reference_document_version_id","ExistingTableExistingColumn","Direct copy after datatype coercion and audit-column normalization.","Use IAS_ZTBL default if legacy value is null.","CurrentState","Requires parent table load order and surrogate key crosswalk.","Medium","Manual index/detail content."
"T_MANUAL_INDEX","MANUAL_ID","NUMBER","tbl_reference_document_version","reference_document_version_id","ExistingTableExistingColumn","Direct copy after datatype coercion and audit-column normalization.","Use IAS_ZTBL default if legacy value is null.","CurrentState","Requires parent table load order and surrogate key crosswalk.","Medium","Manual index/detail content."
"T_MANUAL_INDEX","MANUAL_ID","NUMBER","tbl_reference_document_version","reference_document_version_id","ExistingTableExistingColumn","Direct copy after datatype coercion and audit-column normalization.","Use IAS_ZTBL default if legacy value is null.","CurrentState","Requires parent table load order and surrogate key crosswalk.","Medium","Manual index/detail content."
"T_MANUAL_INDEX","SECTION","VARCHAR2","tbl_reference_document_version","REVIEW_REQUIRED","ExistingTableRequiredColumn","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","CurrentState","Requires parent table load order and surrogate key crosswalk.","Low","Manual index/detail content."
"T_MANUAL_INDEX","CHAPTER_NO","VARCHAR2","tbl_reference_document_version","REVIEW_REQUIRED","ExistingTableRequiredColumn","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","CurrentState","Requires parent table load order and surrogate key crosswalk.","Low","Manual index/detail content."
"T_MANUAL_INDEX","CHAPTER_TITLE","VARCHAR2","tbl_reference_document_version","heading_text","ExistingTableRequiredColumn","Load descriptive heading into normalized heading/title field.","Use IAS_ZTBL default if legacy value is null.","CurrentState","Requires parent table load order and surrogate key crosswalk.","Low","Manual index/detail content."
"T_MANUAL_INDEX","SUB_SECTION_NO","VARCHAR2","tbl_reference_document_version","REVIEW_REQUIRED","ExistingTableRequiredColumn","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","CurrentState","Requires parent table load order and surrogate key crosswalk.","Low","Manual index/detail content."
"T_MANUAL_INDEX","HEADING","VARCHAR2","tbl_reference_document_version","heading_text","ExistingTableRequiredColumn","Load descriptive heading into normalized heading/title field.","Use IAS_ZTBL default if legacy value is null.","CurrentState","Requires parent table load order and surrogate key crosswalk.","Low","Manual index/detail content."
"T_MANUAL_INDEX","DISPLAY_ORDER","NUMBER","tbl_reference_document_version","REVIEW_REQUIRED","ExistingTableRequiredColumn","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","CurrentState","Requires parent table load order and surrogate key crosswalk.","Low","Manual index/detail content."
"T_MANUAL_INDEX","PARENT_INDEX_ID","NUMBER","tbl_reference_document_version","reference_document_version_id","ExistingTableExistingColumn","Direct copy after datatype coercion and audit-column normalization.","Use IAS_ZTBL default if legacy value is null.","CurrentState","Requires parent table load order and surrogate key crosswalk.","Medium","Manual index/detail content."
"T_MANUAL_INDEX","PAGE_NO","NUMBER","tbl_reference_document_version","REVIEW_REQUIRED","ExistingTableRequiredColumn","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","CurrentState","Requires parent table load order and surrogate key crosswalk.","Low","Manual index/detail content."
"T_MANUAL_INDEX","IS_ACTIVE","CHAR","tbl_reference_document_version","REVIEW_REQUIRED","ExistingTableRequiredColumn","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","CurrentState","Requires parent table load order and surrogate key crosswalk.","Low","Manual index/detail content."
"T_MANUAL_INDEX","CREATED_BY","NUMBER","tbl_reference_document_version","created_by","ExistingTableExistingColumn","Resolve legacy PP/user identifier to tbl_user.user_id.","Use IAS_ZTBL default if legacy value is null.","CurrentState","Requires tbl_user migration and PPNO-to-user_id crosswalk.","Medium","Manual index/detail content."
"T_MANUAL_INDEX","CREATED_DATE","DATE","tbl_reference_document_version","REVIEW_REQUIRED","ExistingTableRequiredColumn","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","CurrentState","Requires parent table load order and surrogate key crosswalk.","Low","Manual index/detail content."
"T_MANUAL_INDEX","UPDATED_BY","NUMBER","tbl_reference_document_version","modified_by","ExistingTableExistingColumn","Resolve legacy PP/user identifier to tbl_user.user_id.","Use IAS_ZTBL default if legacy value is null.","CurrentState","Requires tbl_user migration and PPNO-to-user_id crosswalk.","Medium","Manual index/detail content."
"T_MANUAL_INDEX","UPDATED_DATE","DATE","tbl_reference_document_version","REVIEW_REQUIRED","ExistingTableRequiredColumn","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","CurrentState","Requires parent table load order and surrogate key crosswalk.","Low","Manual index/detail content."
"T_MANUAL_MASTER","MANUAL_ID","NUMBER","tbl_reference_document","reference_document_id","ExistingTableExistingColumn","Direct copy after datatype coercion and audit-column normalization.","Use IAS_ZTBL default if legacy value is null.","CurrentState","Requires parent table load order and surrogate key crosswalk.","Medium","Manual master."
"T_MANUAL_MASTER","MANUAL_ID","NUMBER","tbl_reference_document","reference_document_id","ExistingTableExistingColumn","Direct copy after datatype coercion and audit-column normalization.","Use IAS_ZTBL default if legacy value is null.","CurrentState","Requires parent table load order and surrogate key crosswalk.","Medium","Manual master."
"T_MANUAL_MASTER","MANUAL_NAME","VARCHAR2","tbl_reference_document","name","ExistingTableRequiredColumn","Direct copy after datatype coercion and audit-column normalization.","Use IAS_ZTBL default if legacy value is null.","CurrentState","Requires parent table load order and surrogate key crosswalk.","Low","Manual master."
"T_MANUAL_MASTER","VOLUME_NAME","VARCHAR2","tbl_reference_document","name","ExistingTableRequiredColumn","Direct copy after datatype coercion and audit-column normalization.","Use IAS_ZTBL default if legacy value is null.","CurrentState","Requires parent table load order and surrogate key crosswalk.","Low","Manual master."
"T_MANUAL_MASTER","DESCRIPTION","VARCHAR2","tbl_reference_document","description","ExistingTableRequiredColumn","Direct copy after datatype coercion and audit-column normalization.","Use IAS_ZTBL default if legacy value is null.","CurrentState","Requires parent table load order and surrogate key crosswalk.","Low","Manual master."
"T_MANUAL_MASTER","IS_ACTIVE","CHAR","tbl_reference_document","REVIEW_REQUIRED","ExistingTableRequiredColumn","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","CurrentState","Requires parent table load order and surrogate key crosswalk.","Low","Manual master."
"T_MANUAL_MASTER","CREATED_BY","NUMBER","tbl_reference_document","created_by","ExistingTableExistingColumn","Resolve legacy PP/user identifier to tbl_user.user_id.","Use IAS_ZTBL default if legacy value is null.","CurrentState","Requires tbl_user migration and PPNO-to-user_id crosswalk.","Medium","Manual master."
"T_MANUAL_MASTER","CREATED_DATE","DATE","tbl_reference_document","REVIEW_REQUIRED","ExistingTableRequiredColumn","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","CurrentState","Requires parent table load order and surrogate key crosswalk.","Low","Manual master."
"T_MANUAL_MASTER","UPDATED_BY","NUMBER","tbl_reference_document","modified_by","ExistingTableExistingColumn","Resolve legacy PP/user identifier to tbl_user.user_id.","Use IAS_ZTBL default if legacy value is null.","CurrentState","Requires tbl_user migration and PPNO-to-user_id crosswalk.","Medium","Manual master."
"T_MANUAL_MASTER","UPDATED_DATE","DATE","tbl_reference_document","REVIEW_REQUIRED","ExistingTableRequiredColumn","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","CurrentState","Requires parent table load order and surrogate key crosswalk.","Low","Manual master."
"T_MENU","MENU_ID","NUMBER","tbl_application_page","application_page_id","ExistingTableExistingColumn","Direct copy after datatype coercion and audit-column normalization.","Use IAS_ZTBL default if legacy value is null.","CurrentState","Requires parent table load order and surrogate key crosswalk.","Medium","Legacy menu catalog."
"T_MENU","MENU_ID","NUMBER","tbl_application_page","application_page_id","ExistingTableExistingColumn","Direct copy after datatype coercion and audit-column normalization.","Use IAS_ZTBL default if legacy value is null.","CurrentState","Requires parent table load order and surrogate key crosswalk.","Medium","Legacy menu catalog."
"T_MENU","SUB_MENU","NUMBER","tbl_application_page","REVIEW_REQUIRED","ExistingTableRequiredColumn","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","CurrentState","Requires parent table load order and surrogate key crosswalk.","Low","Legacy menu catalog."
"T_MENU","MENU_NAME","VARCHAR2","tbl_application_page","name","ExistingTableRequiredColumn","Direct copy after datatype coercion and audit-column normalization.","Use IAS_ZTBL default if legacy value is null.","CurrentState","Requires parent table load order and surrogate key crosswalk.","Low","Legacy menu catalog."
"T_MENU","MENU_ORDER","NUMBER","tbl_application_page","REVIEW_REQUIRED","ExistingTableRequiredColumn","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","CurrentState","Requires parent table load order and surrogate key crosswalk.","Low","Legacy menu catalog."
"T_MENU","MENU_DESCRIPTION","VARCHAR2","tbl_application_page","description","ExistingTableRequiredColumn","Direct copy after datatype coercion and audit-column normalization.","Use IAS_ZTBL default if legacy value is null.","CurrentState","Requires parent table load order and surrogate key crosswalk.","Low","Legacy menu catalog."
"T_MENU","MENU_IMAGE_PATH","VARCHAR2","tbl_application_page","REVIEW_REQUIRED","ExistingTableRequiredColumn","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","CurrentState","Requires parent table load order and surrogate key crosswalk.","Low","Legacy menu catalog."
"T_MENU","ISACTIVE","VARCHAR2","tbl_application_page","is_active","ExistingTableExistingColumn","Normalize active flag to Y/N.","Use IAS_ZTBL default if legacy value is null.","CurrentState","Requires parent table load order and surrogate key crosswalk.","Medium","Legacy menu catalog."
"T_MENU_PAGES","ID","NUMBER","tbl_application_page","application_page_id","ExistingTableExistingColumn","Direct copy after datatype coercion and audit-column normalization.","Use IAS_ZTBL default if legacy value is null.","CurrentState","Requires parent table load order and surrogate key crosswalk.","Medium","Legacy page catalog."
"T_MENU_PAGES","MENU_ID","NUMBER","tbl_application_page","application_page_id","ExistingTableExistingColumn","Direct copy after datatype coercion and audit-column normalization.","Use IAS_ZTBL default if legacy value is null.","CurrentState","Requires parent table load order and surrogate key crosswalk.","Medium","Legacy page catalog."
"T_MENU_PAGES","PAGE_NAME","VARCHAR2","tbl_application_page","name","ExistingTableRequiredColumn","Direct copy after datatype coercion and audit-column normalization.","Use IAS_ZTBL default if legacy value is null.","CurrentState","Requires parent table load order and surrogate key crosswalk.","Low","Legacy page catalog."
"T_MENU_PAGES","PAGE_PATH","VARCHAR2","tbl_application_page","REVIEW_REQUIRED","ExistingTableRequiredColumn","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","CurrentState","Requires parent table load order and surrogate key crosswalk.","Low","Legacy page catalog."
