JS file,View/layout using it,JS function/event,API URL,HTTP method,Controller/action,Controller parameters,JS parameters,DBConnection method,Package/procedure,Package spec exists,Package body exists,DB hardening,Status,Issue found,Recommended fix
AIS\wwwroot\js\csp\Views_IID_HeadReview.js:38,AIS\Views\IID\HeadReview.cshtml:87; AIS\Views\IID\HeadReview.cshtml:93,loadPageDataByComplaintId,/ApiCalls/GetComplaint,POST,ApiCalls.GetComplaint,complaintId,complaintId,GetComplaint,PKG_INQ.GET_COMPLAINT,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=No; SessionBeforeConnection=N/A,Broken,DBConnection disposal pattern needs review. | DBConnection hardening missing: GuardAgainstDynamicSql(cmd),"Add the missing DBConnection hardening statements around the OracleCommand. | Use using blocks/declarations for connection, command, and reader."
AIS\wwwroot\js\csp\Views_IID_HeadReview.js:21,AIS\Views\IID\HeadReview.cshtml:87; AIS\Views\IID\HeadReview.cshtml:93,loadComplaintDropdown,/ApiCalls/GetComplaintsDropdown,POST,ApiCalls.GetComplaintsDropdown,pageId,pageId,GetComplaintsDropdown,PKG_INQ.GET_COMPLAINTS_DD,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=N/A,Broken,DBConnection hardening missing: GuardAgainstDynamicSql(cmd),Add the missing DBConnection hardening statements around the OracleCommand.
AIS\wwwroot\js\csp\Views_IID_HeadReview.js:25,AIS\Views\IID\HeadReview.cshtml:87; AIS\Views\IID\HeadReview.cshtml:93,loadUnits,/ApiCalls/GetIiUnits,GET,ApiCalls.GetIiUnits,,,GetInspectionUnits,PKG_INQ.P_GETINSPECTIONUNITS,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=N/A,Broken,DBConnection hardening missing: GuardAgainstDynamicSql(cmd),Add the missing DBConnection hardening statements around the OracleCommand.
AIS\wwwroot\js\csp\Views_IID_HeadReview.js:97,AIS\Views\IID\HeadReview.cshtml:87; AIS\Views\IID\HeadReview.cshtml:93,updateAssignedOn,/ApiCalls/AddHeadReview,POST,ApiCalls.AddHeadReview,model,,AddHeadReview,PKG_INQ.ADD_HEAD_REVIEW,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,Controller calls a DBConnection method that is not active or not indexed. | DBConnection hardening missing: GuardAgainstDynamicSql(cmd),Add the missing DBConnection hardening statements around the OracleCommand. | Restore active DBConnection method or redirect controller to the replacement method.
AIS\wwwroot\js\csp\Views_IID_HeadReview.js:97,AIS\Views\IID\HeadReview.cshtml:87; AIS\Views\IID\HeadReview.cshtml:93,updateAssignedOn,/ApiCalls/AddHeadReview,POST,ApiCalls.AddHeadReview,model,,GetInquiryAssignedNotificationData,,,,,Broken,Controller calls a DBConnection method that is not active or not indexed. | DBConnection hardening missing: GuardAgainstDynamicSql(cmd),Add the missing DBConnection hardening statements around the OracleCommand. | Restore active DBConnection method or redirect controller to the replacement method.
AIS\wwwroot\js\csp\Views_IID_InitialAssessment.js:25,AIS\Views\IID\InitialAssessment.cshtml:72; AIS\Views\IID\InitialAssessment.cshtml:78,loadPageDataByComplaintId,/ApiCalls/GetComplaint,POST,ApiCalls.GetComplaint,complaintId,complaintId,GetComplaint,PKG_INQ.GET_COMPLAINT,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=No; SessionBeforeConnection=N/A,Broken,DBConnection disposal pattern needs review. | DBConnection hardening missing: GuardAgainstDynamicSql(cmd),"Add the missing DBConnection hardening statements around the OracleCommand. | Use using blocks/declarations for connection, command, and reader."
AIS\wwwroot\js\csp\Views_IID_InitialAssessment.js:85,AIS\Views\IID\InitialAssessment.cshtml:72; AIS\Views\IID\InitialAssessment.cshtml:78,loadUnits,/ApiCalls/AddAssessment,POST,ApiCalls.AddAssessment,model,,AddAssessment,PKG_INQ.ADD_ASSESSMENT,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,DBConnection hardening missing: GuardAgainstDynamicSql(cmd),Add the missing DBConnection hardening statements around the OracleCommand.
AIS\wwwroot\js\csp\Views_IID_InitialAssessment.js:19,AIS\Views\IID\InitialAssessment.cshtml:72; AIS\Views\IID\InitialAssessment.cshtml:78,loadComplaintDropdown,/ApiCalls/GetComplaintsDropdown,POST,ApiCalls.GetComplaintsDropdown,pageId,pageId,GetComplaintsDropdown,PKG_INQ.GET_COMPLAINTS_DD,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=N/A,Broken,DBConnection hardening missing: GuardAgainstDynamicSql(cmd),Add the missing DBConnection hardening statements around the OracleCommand.
AIS\wwwroot\js\csp\Views_IID_InitialAssessment.js:57,AIS\Views\IID\InitialAssessment.cshtml:72; AIS\Views\IID\InitialAssessment.cshtml:78,loadUnits,/ApiCalls/GetIiUnits,GET,ApiCalls.GetIiUnits,,,GetInspectionUnits,PKG_INQ.P_GETINSPECTIONUNITS,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=N/A,Broken,DBConnection hardening missing: GuardAgainstDynamicSql(cmd),Add the missing DBConnection hardening statements around the OracleCommand.
AIS\wwwroot\js\csp\Views_IID_InvestigationPlan.js:30,AIS\Views\IID\InvestigationPlan.cshtml:146; AIS\Views\IID\InvestigationPlan.cshtml:152,loadComplaintSummary,/ApiCalls/GetComplaint,POST,ApiCalls.GetComplaint,complaintId,complaintId,GetComplaint,PKG_INQ.GET_COMPLAINT,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=No; SessionBeforeConnection=N/A,Broken,DBConnection disposal pattern needs review. | DBConnection hardening missing: GuardAgainstDynamicSql(cmd),"Add the missing DBConnection hardening statements around the OracleCommand. | Use using blocks/declarations for connection, command, and reader."
AIS\wwwroot\js\csp\Views_IID_InvestigationPlan.js:59,AIS\Views\IID\InvestigationPlan.cshtml:146; AIS\Views\IID\InvestigationPlan.cshtml:152,loadInvestigationPlanByComplaintId,/ApiCalls/GetLatestPlanByComplaintId,POST,ApiCalls.GetLatestPlanByComplaintId,complaintId,complaintId,GetLatestPlanByComplaintId,PKG_INQ.GET_LATEST_PLAN_BY_COMPLAINT,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=No; SessionBeforeConnection=N/A,Broken,DBConnection disposal pattern needs review. | DBConnection hardening missing: GuardAgainstDynamicSql(cmd),"Add the missing DBConnection hardening statements around the OracleCommand. | Use using blocks/declarations for connection, command, and reader."
AIS\wwwroot\js\csp\Views_IID_InvestigationPlan.js:126,AIS\Views\IID\InvestigationPlan.cshtml:146; AIS\Views\IID\InvestigationPlan.cshtml:152,complete,/ApiCalls/AddInvestigationPlan,POST,ApiCalls.AddInvestigationPlan,model,,AddInvestigationPlan,PKG_INQ.ADD_INV_PLAN,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,DBConnection hardening missing: GuardAgainstDynamicSql(cmd),Add the missing DBConnection hardening statements around the OracleCommand.
AIS\wwwroot\js\csp\Views_IID_InvestigationPlan.js:26,AIS\Views\IID\InvestigationPlan.cshtml:146; AIS\Views\IID\InvestigationPlan.cshtml:152,loadComplaintDropdown,/ApiCalls/GetComplaintsDropdown,POST,ApiCalls.GetComplaintsDropdown,pageId,pageId,GetComplaintsDropdown,PKG_INQ.GET_COMPLAINTS_DD,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=N/A,Broken,DBConnection hardening missing: GuardAgainstDynamicSql(cmd),Add the missing DBConnection hardening statements around the OracleCommand.
AIS\wwwroot\js\csp\Views_IID_loans_exception.js:13,AIS\Views\IID\loans_exception.cshtml:46,loadLoanSamples,/ApiCalls/get_iid_loan_Exceptions,POST,ApiCalls.get_iid_loan_Exceptions,"INDICATOR, STATUS_ID, ENG_ID","ENG_ID, INDICATOR, STATUS_ID",GetIidLoanExceptions,pkg_ISM.P_GET_LOANS_Exceptions,No,No,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,"DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd) | Package procedure missing from checked-in source: pkg_ISM.P_GET_LOANS_Exceptions",Add the missing DBConnection hardening statements around the OracleCommand. | Extract live DB package source or confirm obsolete/replaced flow before adding declarations.
AIS\wwwroot\js\csp\Views_IID_loan_documents.js:19,AIS\Views\IID\loan_documents.cshtml:32,loadLoanDocuments,/ApiCalls/get_iid_loan_documents,POST,ApiCalls.get_iid_loan_documents,"ENG_ID, LOAN_DISB_ID","ENG_ID, LOAN_DISB_ID",GetIidLoanDocuments,pkg_ISM.p_get_Loan_Documents,No,No,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,"DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd) | Package procedure missing from checked-in source: pkg_ISM.p_get_Loan_Documents",Add the missing DBConnection hardening statements around the OracleCommand. | Extract live DB package source or confirm obsolete/replaced flow before adding declarations.
AIS\wwwroot\js\csp\Views_IID_loan_documents.js:77,AIS\Views\IID\loan_documents.cshtml:32,viewDocument,/ApiCalls/get_iid_loan_document_data,POST,ApiCalls.get_iid_loan_document_data,IMAGE_ID,IMAGE_ID,GetIidLoanDocumentData,pkg_ISM.p_get_Loan_Documents_image,No,No,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,"DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd) | Package procedure missing from checked-in source: pkg_ISM.p_get_Loan_Documents_image",Add the missing DBConnection hardening statements around the OracleCommand. | Extract live DB package source or confirm obsolete/replaced flow before adding declarations.
AIS\wwwroot\js\csp\Views_IID_loan_transactions.js:19,AIS\Views\IID\loan_transactions.cshtml:39,loadLoanTransactions,/ApiCalls/get_iid_sample_loan_transactions,POST,ApiCalls.get_iid_sample_loan_transactions,"ENG_ID, LOAN_DISB_ID","ENG_ID, LOAN_DISB_ID",GetIidLoanTransactions,pkg_ISM.p_get_Loan_Transactions,No,No,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,"DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd) | Package procedure missing from checked-in source: pkg_ISM.p_get_Loan_Transactions",Add the missing DBConnection hardening statements around the OracleCommand. | Extract live DB package source or confirm obsolete/replaced flow before adding declarations.
AIS\wwwroot\js\csp\Views_IID_PlanApproval.js:25,AIS\Views\IID\PlanApproval.cshtml:95; AIS\Views\IID\PlanApproval.cshtml:101,loadComplaintDropdown,/ApiCalls/GetComplaintsDropdown,POST,ApiCalls.GetComplaintsDropdown,pageId,pageId,GetComplaintsDropdown,PKG_INQ.GET_COMPLAINTS_DD,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=N/A,Broken,DBConnection hardening missing: GuardAgainstDynamicSql(cmd),Add the missing DBConnection hardening statements around the OracleCommand.
AIS\wwwroot\js\csp\Views_IID_PlanApproval.js:66,AIS\Views\IID\PlanApproval.cshtml:95; AIS\Views\IID\PlanApproval.cshtml:101,loadPlanDetailsByComplaintId,/ApiCalls/GetIidPlanDetails,GET,ApiCalls.GetIidPlanDetails,complaintId,complaintId,GetIidPlanDetails,PKG_INQ.GET_INV_PLAN,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=No; SessionBeforeConnection=N/A,Broken,DBConnection disposal pattern needs review. | DBConnection hardening missing: GuardAgainstDynamicSql(cmd),"Add the missing DBConnection hardening statements around the OracleCommand. | Use using blocks/declarations for connection, command, and reader."
AIS\wwwroot\js\csp\Views_IID_PlanApproval.js:90,AIS\Views\IID\PlanApproval.cshtml:95; AIS\Views\IID\PlanApproval.cshtml:101,loadComplaintDetails,/ApiCalls/GetComplaint,POST,ApiCalls.GetComplaint,complaintId,complaintId,GetComplaint,PKG_INQ.GET_COMPLAINT,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=No; SessionBeforeConnection=N/A,Broken,DBConnection disposal pattern needs review. | DBConnection hardening missing: GuardAgainstDynamicSql(cmd),"Add the missing DBConnection hardening statements around the OracleCommand. | Use using blocks/declarations for connection, command, and reader."
AIS\wwwroot\js\csp\Views_IID_PlanApproval.js:144,AIS\Views\IID\PlanApproval.cshtml:95; AIS\Views\IID\PlanApproval.cshtml:101,loadPlanApprovalByComplaintId,/ApiCalls/AddPlanApproval,POST,ApiCalls.AddPlanApproval,model,,AddPlanApproval,PKG_INQ.ADD_PLAN_APPROVAL,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,DBConnection hardening missing: GuardAgainstDynamicSql(cmd),Add the missing DBConnection hardening statements around the OracleCommand.
AIS\wwwroot\js\csp\Views_IID_PlanApproval.js:144,AIS\Views\IID\PlanApproval.cshtml:95; AIS\Views\IID\PlanApproval.cshtml:101,loadPlanApprovalByComplaintId,/ApiCalls/AddPlanApproval,POST,ApiCalls.AddPlanApproval,model,,EnqueueEmail,PKG_INQ.P_ENQUEUE_EMAIL,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=N/A,Broken,DBConnection hardening missing: GuardAgainstDynamicSql(cmd),Add the missing DBConnection hardening statements around the OracleCommand.
AIS\wwwroot\js\csp\Views_IID_PlanApproval.js:144,AIS\Views\IID\PlanApproval.cshtml:95; AIS\Views\IID\PlanApproval.cshtml:101,loadPlanApprovalByComplaintId,/ApiCalls/AddPlanApproval,POST,ApiCalls.AddPlanApproval,model,,GetComplaintIdByPlanId,PKG_INQ.P_GET_COMPLAINT_ID_BY_PLAN,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=N/A,Broken,DBConnection hardening missing: GuardAgainstDynamicSql(cmd),Add the missing DBConnection hardening statements around the OracleCommand.
AIS\wwwroot\js\csp\Views_IID_Reports.js:283,AIS\Views\IID\Reports.cshtml:173; AIS\Views\IID\Reports.cshtml:178,loadReports,/ApiCalls/GetReports,POST,ApiCalls.GetReports,filter,,GetReports,PKG_INQ.GET_REPORTS,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=No; SessionBeforeConnection=Yes,Broken,DBConnection disposal pattern needs review. | DBConnection hardening missing: GuardAgainstDynamicSql(cmd),"Add the missing DBConnection hardening statements around the OracleCommand. | Use using blocks/declarations for connection, command, and reader."
AIS\wwwroot\js\csp\Views_IID_Reports.js:49,AIS\Views\IID\Reports.cshtml:173; AIS\Views\IID\Reports.cshtml:178,loadHoUnitTypes,/ApiCalls/get_ho_unit_types,POST,ApiCalls.get_ho_unit_types,,,GetDivisions,pkg_ais.P_GetDepartments,Yes,Yes,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=N/A,Broken,"DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd)",Add the missing DBConnection hardening statements around the OracleCommand.
AIS\wwwroot\js\csp\Views_IID_Reports.js:69,AIS\Views\IID\Reports.cshtml:173; AIS\Views\IID\Reports.cshtml:178,loadHoUnits,/ApiCalls/get_ho_units,POST,ApiCalls.get_ho_units,divisionId,divisionId,GetDepartments,pkg_rpt.R_GetDepartments,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,Package procedure missing from checked-in source: PKG_RPT.P_GetDepartments,Extract live DB package source or confirm obsolete/replaced flow before adding declarations.
AIS\wwwroot\js\csp\Views_IID_Reports.js:69,AIS\Views\IID\Reports.cshtml:173; AIS\Views\IID\Reports.cshtml:178,loadHoUnits,/ApiCalls/get_ho_units,POST,ApiCalls.get_ho_units,divisionId,divisionId,GetDepartments,PKG_RPT.P_GetDepartments,No,No,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,Package procedure missing from checked-in source: PKG_RPT.P_GetDepartments,Extract live DB package source or confirm obsolete/replaced flow before adding declarations.
AIS\wwwroot\js\csp\Views_IID_SubmitComplaint.js:201,AIS\Views\IID\SubmitComplaint.cshtml:202; AIS\Views\IID\SubmitComplaint.cshtml:207,loadHoUnits,/ApiCalls/SubmitComplaint,POST,ApiCalls.SubmitComplaint,model,,SubmitComplaint,,,,,Broken,Controller calls a DBConnection method that is not active or not indexed.,Restore active DBConnection method or redirect controller to the replacement method.
AIS\wwwroot\js\csp\Views_IID_SubmitComplaint.js:79,AIS\Views\IID\SubmitComplaint.cshtml:202; AIS\Views\IID\SubmitComplaint.cshtml:207,loadHoUnitTypes,/ApiCalls/get_ho_unit_types,POST,ApiCalls.get_ho_unit_types,,,GetDivisions,pkg_ais.P_GetDepartments,Yes,Yes,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=N/A,Broken,"DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd)",Add the missing DBConnection hardening statements around the OracleCommand.
AIS\wwwroot\js\csp\Views_IID_SubmitComplaint.js:95,AIS\Views\IID\SubmitComplaint.cshtml:202; AIS\Views\IID\SubmitComplaint.cshtml:207,loadHoUnits,/ApiCalls/get_ho_units,POST,ApiCalls.get_ho_units,divisionId,divisionId,GetDepartments,pkg_rpt.R_GetDepartments,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,Package procedure missing from checked-in source: PKG_RPT.P_GetDepartments,Extract live DB package source or confirm obsolete/replaced flow before adding declarations.
AIS\wwwroot\js\csp\Views_IID_SubmitComplaint.js:95,AIS\Views\IID\SubmitComplaint.cshtml:202; AIS\Views\IID\SubmitComplaint.cshtml:207,loadHoUnits,/ApiCalls/get_ho_units,POST,ApiCalls.get_ho_units,divisionId,divisionId,GetDepartments,PKG_RPT.P_GetDepartments,No,No,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,Package procedure missing from checked-in source: PKG_RPT.P_GetDepartments,Extract live DB package source or confirm obsolete/replaced flow before adding declarations.
AIS\wwwroot\js\csp\Views_IID_TaskListIID.js:83,AIS\Views\IID\TaskListIID.cshtml:36; AIS\Views\IID\TaskListIID.cshtml:41,loadTasks,/ApiCalls/GetIidTaskList,GET,ApiCalls.GetIidTaskList,,,GetIidTaskList,PKG_INQ.GET_IID_TASK_LIST,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=No; SessionBeforeConnection=N/A,Broken,DBConnection disposal pattern needs review. | DBConnection hardening missing: GuardAgainstDynamicSql(cmd),"Add the missing DBConnection hardening statements around the OracleCommand. | Use using blocks/declarations for connection, command, and reader."
AIS\wwwroot\js\login.js:169,AIS\Views\Login\index.cshtml:9; AIS\Views\Login\index_dev.cshtml:9,executeLoginRequest,/Login/DoLogin,POST,Login.DoLogin,login,"__RequestVerificationToken, login.PPNumber, login.Password",ApplyLoginContext,,,,,Broken,Controller calls a DBConnection method that is not active or not indexed. | Controller uses complex model binding; JS data keys require model-level verification.,Confirm JS data keys match the bound request/model properties. | Restore active DBConnection method or redirect controller to the replacement method.
AIS\wwwroot\js\login.js:169,AIS\Views\Login\index.cshtml:9; AIS\Views\Login\index_dev.cshtml:9,executeLoginRequest,/Login/DoLogin,POST,Login.DoLogin,login,"__RequestVerificationToken, login.PPNumber, login.Password",AutheticateLogin,,,,,Broken,Controller calls a DBConnection method that is not active or not indexed. | Controller uses complex model binding; JS data keys require model-level verification.,Confirm JS data keys match the bound request/model properties. | Restore active DBConnection method or redirect controller to the replacement method.
AIS\wwwroot\js\csp\Views_Planning_audit_criteria.js:252,AIS\Views\Planning\audit_criteria.cshtml:299; AIS\Views\Planning\Partials\_AuditCriteriaStep.cshtml:297,FinalsubmitAuditCriteria,/ApiCalls/submit_audit_criterias,POST,ApiCalls.submit_audit_criterias,PERIOD_ID,PERIOD_ID,SubmitAuditCriteriaForApproval,pkg_pg.P_SubmitAuditCriteriaForApproval,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,Package procedure missing from checked-in source: pkg_ais_email.P_ADDAUDITCRITERIA,Extract live DB package source or confirm obsolete/replaced flow before adding declarations.
AIS\wwwroot\js\csp\Views_Planning_audit_criteria.js:252,AIS\Views\Planning\audit_criteria.cshtml:299; AIS\Views\Planning\Partials\_AuditCriteriaStep.cshtml:297,FinalsubmitAuditCriteria,/ApiCalls/submit_audit_criterias,POST,ApiCalls.submit_audit_criterias,PERIOD_ID,PERIOD_ID,SubmitAuditCriteriaForApproval,pkg_ais_email.P_ADDAUDITCRITERIA,No,No,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,Package procedure missing from checked-in source: pkg_ais_email.P_ADDAUDITCRITERIA,Extract live DB package source or confirm obsolete/replaced flow before adding declarations.
AIS\wwwroot\js\csp\Views_Planning_audit_plan.js:10,AIS\Views\Planning\audit_plan.cshtml:132,ShowDepartmentAuditPeriods,/Planning/audit_periods,POST,,,"dept_code, option",,,,,,Broken,API URL does not map to an active controller action.,Correct the JS endpoint or add/restore an active controller action only if this flow is still used.
AIS\wwwroot\js\csp\Views_Planning_special_assignment.js:42,AIS\Views\Planning\special_assignment.cshtml:329,ShowDepartmentAuditPeriods,/Planning/audit_periods,POST,,,"dept_code, option",,,,,,Broken,API URL does not map to an active controller action.,Correct the JS endpoint or add/restore an active controller action only if this flow is still used.
AIS\wwwroot\js\csp\Views_Planning_special_assignment.js:120,AIS\Views\Planning\special_assignment.cshtml:329,ShowSelectedDivisionDepartments,/ApiCalls/GetDivDepartments,POST,ApiCalls.GetDivDepartments,div_code,"div_code, option",GetDepartments,pkg_rpt.R_GetDepartments,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,Controller uses complex model binding; JS data keys require model-level verification. | Package procedure missing from checked-in source: PKG_RPT.P_GetDepartments,Confirm JS data keys match the bound request/model properties. | Extract live DB package source or confirm obsolete/replaced flow before adding declarations.
AIS\wwwroot\js\csp\Views_Planning_special_assignment.js:120,AIS\Views\Planning\special_assignment.cshtml:329,ShowSelectedDivisionDepartments,/ApiCalls/GetDivDepartments,POST,ApiCalls.GetDivDepartments,div_code,"div_code, option",GetDepartments,PKG_RPT.P_GetDepartments,No,No,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,Controller uses complex model binding; JS data keys require model-level verification. | Package procedure missing from checked-in source: PKG_RPT.P_GetDepartments,Confirm JS data keys match the bound request/model properties. | Extract live DB package source or confirm obsolete/replaced flow before adding declarations.
AIS\wwwroot\js\csp\Views_Planning_tentative_audit_plan_ho_units.js:5,AIS\Views\Planning\tentative_audit_plan_ho_units.cshtml:65,,/Reports/Get_Glhead_Sub_Details,POST,,,gl_code,,,,,,Broken,API URL does not map to an active controller action.,Correct the JS endpoint or add/restore an active controller action only if this flow is still used.
AIS\wwwroot\js\csp\Views_Planning_tentative_engagement_plan.js:263,AIS\Views\Planning\tentative_engagement_plan.cshtml:187; AIS\Views\Planning\Partials\_CreateEngagementStep.cshtml:313; AIS\Views\Planning\Partials\_TentativeEngagementPlanReplica.cshtml:194,publishNewAuditPlanChanges,/ApiCalls/AddEngagementPlan,POST,ApiCalls.AddEngagementPlan,eng,,AddAuditEngagementPlan,pkg_pg.P_AddAuditEngagementPlan,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,Controller calls a DBConnection method that is not active or not indexed.,Restore active DBConnection method or redirect controller to the replacement method.
AIS\wwwroot\js\csp\Views_Planning_tentative_engagement_plan.js:263,AIS\Views\Planning\tentative_engagement_plan.cshtml:187; AIS\Views\Planning\Partials\_CreateEngagementStep.cshtml:313; AIS\Views\Planning\Partials\_TentativeEngagementPlanReplica.cshtml:194,publishNewAuditPlanChanges,/ApiCalls/AddEngagementPlan,POST,ApiCalls.AddEngagementPlan,eng,,AddAuditEngagementPlan,pkg_pg.P_AddAuditteamtasklist,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,Controller calls a DBConnection method that is not active or not indexed.,Restore active DBConnection method or redirect controller to the replacement method.
AIS\wwwroot\js\csp\Views_Planning_tentative_engagement_plan.js:263,AIS\Views\Planning\tentative_engagement_plan.cshtml:187; AIS\Views\Planning\Partials\_CreateEngagementStep.cshtml:313; AIS\Views\Planning\Partials\_TentativeEngagementPlanReplica.cshtml:194,publishNewAuditPlanChanges,/ApiCalls/AddEngagementPlan,POST,ApiCalls.AddEngagementPlan,eng,,GetAuditTaskAssignedNotificationData,,,,,Broken,Controller calls a DBConnection method that is not active or not indexed.,Restore active DBConnection method or redirect controller to the replacement method.
AIS\wwwroot\js\csp\Views_Planning_tentative_engagement_plan.js:263,AIS\Views\Planning\tentative_engagement_plan.cshtml:187; AIS\Views\Planning\Partials\_CreateEngagementStep.cshtml:313; AIS\Views\Planning\Partials\_TentativeEngagementPlanReplica.cshtml:194,publishNewAuditPlanChanges,/ApiCalls/AddEngagementPlan,POST,ApiCalls.AddEngagementPlan,eng,,GetAuditTeams,pkg_pg.P_GetAuditTeams,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,Controller calls a DBConnection method that is not active or not indexed.,Restore active DBConnection method or redirect controller to the replacement method.
